3.166904999999999859e+00,9.999999999999998890e-01,6.180000000000000770e-02,2.861264999999999947e+00,0.000000000000000000e+00,5.910000000000000669e-02,9.999999999999998890e-01
3.124883000000000521e+00,9.999999999999998890e-01,5.510000000000000314e-02,3.184241000000000099e+00,0.000000000000000000e+00,5.980000000000000593e-02,9.999999999999998890e-01
3.341152000000000566e+00,9.999999999999998890e-01,5.289999999999999564e-02,3.093818000000000179e+00,0.000000000000000000e+00,4.849999999999999450e-02,9.999999999999998890e-01
2.984801000000000037e+00,9.999999999999998890e-01,4.479999999999999954e-02,3.144751000000000296e+00,0.000000000000000000e+00,4.420000000000000318e-02,9.999999999999998890e-01
2.939599000000000295e+00,9.999999999999998890e-01,3.620000000000000301e-02,2.843076000000000381e+00,0.000000000000000000e+00,3.720000000000000390e-02,9.999999999999998890e-01
3.026468000000000380e+00,9.999999999999998890e-01,3.380000000000000365e-02,3.023109000000000268e+00,2.060000000000000026e-02,3.039999999999999994e-02,9.999999999999998890e-01
3.360575000000000312e+00,1.100000000000000089e+00,2.560000000000000123e-02,2.985110999999999848e+00,0.000000000000000000e+00,2.520000000000000365e-02,9.999999999999998890e-01
2.657271000000000161e+00,9.999999999999998890e-01,2.160000000000000114e-02,2.641433000000000142e+00,0.000000000000000000e+00,1.820000000000000090e-02,9.999999999999998890e-01
3.099886999999999837e+00,9.999999999999998890e-01,1.550000000000000162e-02,2.888829000000000313e+00,0.000000000000000000e+00,1.370000000000000211e-02,9.999999999999998890e-01
2.679603000000000179e+00,9.999999999999998890e-01,9.600000000000002628e-03,3.218852999999999742e+00,0.000000000000000000e+00,1.050000000000000065e-02,9.999999999999998890e-01
3.021724999999999994e+00,9.999999999999998890e-01,4.800000000000000447e-03,2.927902000000000005e+00,0.000000000000000000e+00,4.000000000000000083e-03,9.999999999999998890e-01
2.902710000000000790e+00,9.999999999999998890e-01,1.800000000000000168e-03,3.028545000000000265e+00,0.000000000000000000e+00,7.000000000000001013e-04,9.999999999999998890e-01
2.850205000000000766e+00,9.999999999999998890e-01,6.000000000000000559e-04,2.990366999999999997e+00,0.000000000000000000e+00,1.300000000000000157e-03,9.999999999999998890e-01
2.426747999999999905e+00,9.999999999999998890e-01,6.999999999999999929e-04,2.795269000000000226e+00,0.000000000000000000e+00,7.000000000000001013e-04,9.999999999999998890e-01
3.109426000000000911e+00,9.999999999999998890e-01,1.200000000000000112e-03,3.204272000000000009e+00,0.000000000000000000e+00,6.000000000000000559e-04,9.999999999999998890e-01
2.661048000000000080e+00,9.999999999999998890e-01,8.000000000000000383e-04,2.768029000000000295e+00,0.000000000000000000e+00,8.000000000000000383e-04,9.999999999999998890e-01
