7.105015999999999554e-01,9.999999999999998890e-01,7.146000000000000130e-01,7.123816000000000592e-01,0.000000000000000000e+00,6.017000000000000126e-01,9.999999999999998890e-01
7.093260000000000121e-01,9.999999999999998890e-01,3.715000000000000524e-01,7.114378999999999564e-01,0.000000000000000000e+00,3.985000000000000764e-01,9.999999999999998890e-01
7.432645000000002167e-01,9.999999999999998890e-01,1.819000000000000061e-01,7.280707000000000706e-01,0.000000000000000000e+00,1.899000000000000132e-01,9.999999999999998890e-01
7.386604999999999421e-01,9.999999999999998890e-01,8.640000000000000457e-02,7.388271999999999062e-01,0.000000000000000000e+00,8.999999999999999667e-02,9.999999999999998890e-01
7.344136000000001108e-01,9.999999999999998890e-01,4.150000000000000910e-02,7.084718999999999323e-01,0.000000000000000000e+00,4.280000000000000471e-02,9.999999999999998890e-01
7.341706000000000065e-01,9.999999999999998890e-01,3.269999999999999990e-02,7.545372999999999664e-01,0.000000000000000000e+00,3.219999999999999946e-02,9.999999999999998890e-01
7.537698000000000453e-01,9.999999999999998890e-01,1.160000000000000094e-02,7.582885000000001430e-01,0.000000000000000000e+00,1.309999999999999880e-02,9.999999999999998890e-01
8.264321000000000028e-01,9.999999999999998890e-01,5.100000000000000366e-03,8.424343000000000803e-01,0.000000000000000000e+00,5.199999999999999761e-03,9.999999999999998890e-01
1.026378499999999860e+00,9.999999999999998890e-01,2.399999999999999790e-03,1.064202700000000057e+00,0.000000000000000000e+00,2.299999999999999961e-03,9.999999999999998890e-01
1.847732000000000152e+00,9.999999999999998890e-01,8.000000000000001468e-04,1.763222999999999985e+00,0.000000000000000000e+00,1.100000000000000283e-03,9.999999999999998890e-01
3.549640000000000573e+00,9.999999999999998890e-01,4.000000000000000192e-04,3.909029000000000309e+00,8.970000000000000195e-02,5.000000000000000104e-04,9.999999999999998890e-01
