1.669638000000000233e-01,1.168999999999999900e-01,5.000279999999999418e+05
1.466820000000000068e-01,5.920000000000000262e-02,5.000279999999999418e+05
1.443974000000000091e-01,2.500000000000000139e-02,5.000279999999999418e+05
1.253300999999999998e-01,1.280000000000000061e-02,5.000279999999999418e+05
2.054007000000000194e-01,6.600000000000001699e-03,5.000279999999999418e+05
1.846567000000000069e-01,4.700000000000001052e-03,5.000279999999999418e+05
1.544070000000000165e-01,3.100000000000000325e-03,5.000279999999999418e+05
1.804735999999999840e-01,2.200000000000000566e-03,5.000279999999999418e+05
1.313147000000000064e-01,2.400000000000000223e-03,5.000279999999999418e+05
1.480659999999999754e-01,9.000000000000001922e-04,5.000279999999999418e+05
